date,sentence,importance,event-type,cluster
"Washington, Decr. 24th. 1848"," This habit of uselessly wasting time, is the whole difficulty  and it is vastly important to you, and still more so to your children that you should break this habit",1,demand,73
"Washington, Decr. 24th. 1848"," It is more important to them, because they have longer to live, and can keep out of an idle habit before they are in it  easier than they can get out after they are in",1,demand,73
"Washington, Decr. 24th. 1848","
 You are now in need of some ready money  and what I propose is, that you shall go to work,  tooth and nails  for some body who will give you money  for  it",1,demand,74
"Washington, Decr. 24th. 1848"," Let father and your boys take charge of things at home prepare for a crop, and make the crop  and you go to work for the best money wages, or in discharge of any debt you owe, that you can get",1,demand,75
"Washington, Decr. 24th. 1848"," And to secure you a fair reward for your labor, I now promise you, that for every dollar you will, between this and the first of next May, get for your own labor, either in money, or in your own indebtedness, I will then give you one other dollar",1,demand,76
"Washington, Decr. 24th. 1848"," By this, if you hire yourself at ten dolla rs  a month, from me you will get ten more, making twenty dollars a month for your work",1,demand,76
"Washington, Decr. 24th. 1848"," In this, I do not mean you shall go off to St",0,,
"Washington, Decr. 24th. 1848"," Louis, or the lead mines, or the gold mines, in Calif ornia,  but I  mean for you to go at it for the best wages you  can get close to home  in  Coles county",1,demand,77
"Washington, Decr. 24th. 1848"," Now if you will do this, you will soon be out of debt, and what is better, you will have a habit that will keep you from getting in debt again",1,demand,77
"Washington, Decr. 24th. 1848"," But if I should now clear you out, next year you will be just as deep in as ever",1,demand,78
"Washington, Decr. 24th. 1848", You say you would almost give your place in Heaven for  70 or  80,1,demand,78
"Washington, Decr. 24th. 1848", Then you value your place in Heaven very cheaply for I am sure you can with the offer I make you get the seventy or eighty dollars for four or five months work,1,demand,78
"Washington, Decr. 24th. 1848"," You say if I furnish you the money you will deed me the land, and, if you dont pay the money back, you will deliver possession",1,demand,79
"Washington, Decr. 24th. 1848"," Nonsense  If you cant now live with the land, how will you then live without it  You have always been  kind  to me, and I do not now mean to be unkind to you",1,demand,80
"Washington, Decr. 24th. 1848"," On the contrary, if you will but follow my advice, you will find it worth more than eight times eighty dollars to you",1,demand,81
"Washington, Decr. 24th. 1848"," Affectionately Your brother
 A",0,,
"Washington, Decr. 24th. 1848", LINCOLN,0,,
Dec. 25. 1848,To Joshua F,0,,
Dec. 25. 1848," Speed  1 
 Dear Speed  Washington, Dec",0,,
Dec. 25. 1848," 1848
 While I was at Springfield last fall, Wm",0,,
Dec. 25. 1848, Herndon showed me a couple of letters of yours concerning your note against Judge Browne,1,event,82
Dec. 25. 1848,"  2  I suppose you and we  Logan   I  feel alike about the matter  that is, neither side likes to lose the money",1,demand,82
Dec. 25. 1848," You think the loss comes of our fault, and that therefore we should bear it  but we do not think it comes of our fault",1,demand,82
Dec. 25. 1848," We do not remember ever having had the
 note after you received the Auditor s warrants  and, after the most thorough search, we can no where find it",1,event,83
Dec. 25. 1848, We know we have never received any thing on it,0,,
Dec. 25. 1848," In what you say, as to the note being left with us, we do not question your veracity, but we think you may be mistaken, because we do not remember it ourselves, and because we can not find it",1,demand,84
Dec. 25. 1848," We, like you, would rather lose it, than have any hard thoughts",0,,
Dec. 25. 1848," Now, whatever you are short of your due upon the note Judge Browne still owes, and he must be made to pay it",1,demand,85
Dec. 25. 1848, You mention in your letter that you have our receipt for the note,1,event,85
Dec. 25. 1848," I wish you would, at once, send a copy of the receipt to Logan",1,demand,85
Dec. 25. 1848," Browne will most likely be at Springfield this winter, and I wish Logan to see by the receipt, whether he or I, could, by reference to it, sufficiently describe the note, on oath, to recover on it as a lost instrument",1,demand,86
Dec. 25. 1848," If he decides we can, he will have a writ served on him while he is there, unless he will voluntarily pay it",0,,
Dec. 25. 1848, Dont neglect to do this at once,0,,
Dec. 25. 1848,"
 Nothing of consequence new here, beyond what you see in the papers",0,,
Dec. 25. 1848," Present
 my kind regards to Mrs",0,,
Dec. 25. 1848, Speed,0,,
Dec. 25. 1848," Yours as ever
 A",0,,
Dec. 25. 1848, LINCOLN,0,,
Dec. 25. 1848,,0,,
"January 4, 1849",This day came before me the Hon,0,,
"January 4, 1849", A,0,,
"January 4, 1849"," Lincoln and Oliver Dieffendorf  2  and made oath that they were well acquainted with Joseph Newman, deceased, who was a private in Col",1,fact,87
"January 4, 1849"," Baker s regiment of Illinois volunteers who died in Mexico, in Battle, and also with Henry Newman, his father, of Sangamon County, Ill",1,event,88
"January 4, 1849"," They state that the deceased was very young, and never married, to the best of their knowledge and belief",1,fact,88
"January 4, 1849","
 A",0,,
"January 4, 1849", LINCOLN,0,,
1948-01-05 00:00:00,"To Walter Davis  1 
 Friend Walter  Washington, Jan  5",0,,
1948-01-05 00:00:00," 1849
 Your letter is received",0,,
1948-01-05 00:00:00," When I last saw you I said, that if the distribution of the offices should fall into my hands, you should have something  and I now say as much, but can say no more",1,demand,89
1948-01-05 00:00:00," I know no more now than I knew when you saw me, as to whether the present officers will be removed, or, if they shall, whether I shall be allowed to name the persons to fill them",1,demand,90
1948-01-05 00:00:00," It will perhaps be better for both you and me, for you to say nothing about this",0,,
1948-01-05 00:00:00,"
 I shall do what I can about the Land claim on your brother Thomas  account",1,demand,91
1948-01-05 00:00:00," Yours as ever
 A",0,,
1948-01-05 00:00:00, LINCOLN,0,,
Jan. 5. 1849,"Dear William Washington, Jan",0,,
Jan. 5. 1849, 5,0,,
Jan. 5. 1849," 1849
 Your two letters were received last night",0,,
Jan. 5. 1849," I have a great many letters to write, and so can not write very long ones",0,,
Jan. 5. 1849," There mustPage 19
 be some mistake about Walter Davis saying I promised him the Post Office  I did not so promise him",1,demand,92
Jan. 5. 1849," I did tell him, that if the distribution of the offices should fall into my hands, he should have something  and if I shall be convinced he has said any more than this, I shall be disappointed",1,demand,92
Jan. 5. 1849," I said this much to him, because, as I understand, he is of good character, is one of the young men, is of the mechanics,  2  an always faithful, and never troublesome whig, and is poor, with the support of a widow mother thrown almost exclusively on him by the death of his brother",1,fact,92
Jan. 5. 1849," If these are wrong reasons, then I have been wrong  but I have certainly not been selfish in it  because in my greatest need of friends he was against me and for Baker",1,event,92
Jan. 5. 1849," Yours as ever
 A",0,,
Jan. 5. 1849," LINCOLN
 P",0,,
Jan. 5. 1849, S,0,,
Jan. 5. 1849, Let the above be confidential,0,,
Jan: 5 1849," 1849
 Your note, requesting my  signature with a sentiment  was received, and should have been answered long since, but that it was mislaid",0,,
Jan: 5 1849," I am not a very sentimental man  and the best sentiment I can think of is, that if you collect the signatures of all persons who are no less distinguished than I, you will have a very undistinguishing mass of names",1,fact,93
Jan: 5 1849," Very respectfully, A",0,,
Jan: 5 1849, LINCOLN,0,,
"January 6, 1849",Mr,0,,
"January 6, 1849"," LINCOLN,  addressing the Chair ",0,,
"January 6, 1849", I have had information brought to me in relation to the record of my vote on the bill which has just been passed,1,event,94
"January 6, 1849",  2  I desire to be informed by the clerk how my vote is recorded,0,,
"January 6, 1849","
 The CLERK",0,,
"January 6, 1849", The vote is recorded in the negative,0,,
"January 6, 1849","
 Mr",0,,
"January 6, 1849", LINCOLN,0,,
"January 6, 1849", That is right,0,,
"January 10, 1849", LINCOLN appealed to his colleague  Mr,0,,
"January 10, 1849"," WENTWORTH   2  to withdraw his motion, to enable him to read a proposition which he intended to submit, if the vote should be reconsidered",0,,
"January 10, 1849", WENTWORTH again withdrew his motion for that purpose,0,,
"January 10, 1849"," LINCOLN said, that by the courtesy of his colleague, he would say, that if the vote on the resolution was reconsidered, he should make an effort to introduce an amendment, which he should now read",1,demand,95
"January 10, 1849","
 And Mr",0,,
"January 10, 1849", L,0,,
"January 10, 1849"," read as follows 
 Strike out all before and after the word  Resolved  and insert the following, towit  That the Committee on the District of Columbia be instructed to report a bill in substance as follows, towit   3 
 Section 1 Be it enacted by the Senate and House of Representatives of the United States of America, in Congress assembled  That no person not now within the District of Columbia, nor now owned by any person or persons now resident within it, nor hereafter born within it, shall ever be held in slavery within said District",1,fact,96
"January 10, 1849","
 Section 2",0,,
"January 10, 1849"," That no person now within said District, or now owned by any person, or persons now resident within the same, or hereafter born within it, shall ever be held in slavery without the limits of said District  Provided, that officers of the government of the United States, being citizens of the slave holding states, coming into said District on public business, and remaining only so long as may be reasonably necessary for that object, may be attended into, and out of, said District, and while there, by the necessary servants of themselves and their families, without their right to hold such servants in service, being thereby impaired",1,fact,97
"January 10, 1849","
 Page 21Section 3",0,,
"January 10, 1849"," That all children born of slave mothers within said District on, or after the first day of January in the year of our Lord one thousand, eight hundred and fifty shall be free  but shall be reasonably supported and educated, by the respective owners of their mothers or by their heirs or representatives, and shall owe reasonable service, as apprentices, to such owners, heirs and representatives until they respectively arrive at the age of   years when they shall be entirely free  and the municipal authorities of Washington and Georgetown, within their respective jurisdictional limits, are hereby empowered and required to make all suitable and necessary provisions for enforcing obedience to this section, on the part of both masters and apprentices",1,fact,98
"January 10, 1849","
 Section 4",0,,
"January 10, 1849"," That all persons now within said District lawfully held as slaves, or now owned by any person or persons now resident within said District, shall remain such, at the will of their respective owners, their heirs and legal representatives  Provided that any such owner, or his legal representative, may at any time receive from the treasury of the United States the full value of his or her slave, of the class in this section mentioned, upon which such slave shall be forthwith and forever free  and provided further that the President of the United States, the Secretary of State, and the Secretary of the Treasury shall be a board for determining the value of such slaves as their owners may desire to emancipate under this section  and whose duty it shall be to hold a session for the purpose, on the first monday of each calendar month  to receive all applications  and, on satisfactory evidence in each case, that the person presented for valuation, is a slave, and of the class in this section mentioned, and is owned by the applicant, shall value such slave at his or her full cash value, and give to the applicant an order on the treasury for the amount  and also to such slave a certificate of freedom",1,fact,99
"January 10, 1849","
 Section 5 That the municipal authorities of Washington and Georgetown, within their respective jurisdictional limits, are hereby empowered and required to provide active and efficient means to arrest, and deliver up to their owners, all fugitive slaves escaping into said District",1,fact,100
"January 10, 1849","
 Section 6 That the election officers within said District of Columbia, are hereby empowered and required to open polls at all the usual places of holding elections, on the first monday of April next, and receive the vote of every free white male citizen above the age of twentyone years, having resided within said District for the period of one year or more next preceding the time of such voting, for, or against this act  to proceed, in taking said votes,Page 22
 in all respects not herein specified, as at elections under the municipal laws  and, with as little delay as possible, to transmit correct statements of the votes so cast to the President of the United States",1,fact,101
"January 10, 1849"," And it shall be the duty of the President to canvass said votes immediately, and, if a majority of them be found to be for this act, to forthwith issue his proclamation giving notice of the fact  and this act shall only be in full force and effect on, and after the day of such proclamation",1,demand,101
"January 10, 1849","
 Section 7",0,,
"January 10, 1849"," That involuntary servitude for the punishment of crime, whereof the party shall have been duly convicted shall in no wise be prohibited by this act",1,demand,102
"January 10, 1849","
 Section 8",0,,
"January 10, 1849", That for all the purposes of this act the jurisdictional limits of Washington are extended to all parts of the District of Columbia not now included within the present limits of Georgetown,1,fact,103
"January 10, 1849","
 Mr",0,,
"January 10, 1849"," LINCOLN then said, that he was authorized to say, that of about fifteen of the leading citizens of the District of Columbia to whom this proposition had been submitted, there was not one but who approved of the adoption of such a proposition",1,event,103
"January 10, 1849", He did not wish to be misunderstood,0,,
"January 10, 1849"," He did not know whether or not they would vote for this bill on the first Monday of April  but he repeated, that out of fifteen persons to whom it had been submitted, he had authority to say that every one of them desired that some proposition like this should pass",1,event,103
"January 10, 1849",  4,0,,
Jan: 11. 1849.,To James M,0,,
Jan: 11. 1849.," McLean  1 
 Friend McLean  Washington, Jan  11",0,,
Jan: 11. 1849., 1849,0,,
Jan: 11. 1849.,"
 Yours of the 1st",0,,
Jan: 11. 1849., Inst,0,,
Jan: 11. 1849., was received last night,0,,
Jan: 11. 1849., I know  nothing  as to what course the new administration will pursue in regard to the offices,0,,
Jan: 11. 1849.," I shall lay your letter by  and if the disposition of these offices falls into my hands, in whole or in part, you shall have a fair hearing",0,,
Jan: 11. 1849., I believe you are the first who has written me in relation to the offices at Palestine,0,,
Jan: 11. 1849., Yours truly A,0,,
Jan: 11. 1849., LINCOLN,0,,
Jan: 15 1849,"Dear Bennett  Washington, Jan  15 1849",0,,
Jan: 15 1849,"
 Your letter of the 2nd",0,,
Jan: 15 1849, was received last night,0,,
Jan: 15 1849," I do not know yet what places there may be to dispose of in California, nor what share I may be allowed in disposing of them when the time comes, but I shall especially remember you, and do something for you if I can",1,demand,104
Jan: 15 1849,,0,,
Jany. 15. 1849,"Dear Sir  Washington, Jany",0,,
Jany. 15. 1849, 15,0,,
Jany. 15. 1849," 1849
 Your letter of the 2nd",0,,
Jany. 15. 1849, was received last night,0,,
Jany. 15. 1849," I went this morning to the folding room, and made enquiry for the documents you desire",1,event,105
Jany. 15. 1849, They told me  what I had forgot  that our House has ordered the printing of 10,1,event,105
Jany. 15. 1849,"000 copies of Emory s and Abert s reports  2  together, and that 8 copies for each member will be ready in about two weeks",1,demand,105
Jany. 15. 1849," The first lot I receive, I will provide you and Mr",0,,
Jany. 15. 1849, Harkness  3  out of,0,,
Jany. 15. 1849," I was very glad to receive your letter, and shall be pleased at any time to have another",0,,
Jany. 15. 1849," We have the news here, that Shields  4  was nominated for the Senate, from which we infer, that he was elected, as a matter of course",1,event,106
Jany. 15. 1849," How do you suppose this, as a fruit of the glorious Mexican war, tastes to Breese, McClernand  5 et al ",0,,
Jany. 15. 1849," Do you suppose they are in a mood of blessing the war about now 
 Write me again",0,,
Jany. 15. 1849, Yours as ever  A,0,,
Jany. 15. 1849, LINCOLN,0,,
Jan: 19 1849,To Josiah B,0,,
Jan: 19 1849," Herrick  1 
 Dear Doctor  Washington, Jan  19",0,,
Jan: 19 1849," 1849
 Your letter from Chicago, recommending Wm",0,,
Jan: 19 1849, M,0,,
Jan: 19 1849," Black,  2  for Register of the Land office at Vandalia, is received",0,,
Jan: 19 1849," Two others, both good men, have applied for the same office before",0,,
Jan: 19 1849," I have made no pledge  but if the matter falls into my hands, I shall, when the time comes, try to do right, in view of all the lights then beforePage 24
 me",1,event,107
Jan: 19 1849, I do not feel authorized to advise any one of the applicants what course to pursue,0,,
Jan: 19 1849, Yours truly A,0,,
Jan: 19 1849, LINCOLN,0,,
Jan: 22 1849,To Joseph Gales and William W,0,,
Jan: 22 1849," Seaton  1 
 Messrs Gales   Seaton  House of Representatives
 Gentlemen  Jan  22",0,,
Jan: 22 1849," 1849
 Two drafts, one for  743 37 100 the other for  733 33 100, drawn by Thomas French,  2  and accepted by you, have been sent to me for collection",1,event,108
Jan: 22 1849, Please let me hear from you on the subject,0,,
Jan: 22 1849, Yours truly,0,,
January 23? 1849,To Henry E,0,,
January 23? 1849," Dummer  1 
 Dear Dummer   January 23  1849 
 Your letter was received by me  and a copy of the body of it sent to the P",0,,
January 23? 1849,O,0,,
January 23? 1849,D,0,,
January 23? 1849," Then came the above   accompanying, which you will readily understand A",0,,
January 23? 1849, LINCOLN,0,,
Jan: 27- 1849,"To John Murray  1 
 My dear Sir  Washington, Jan  27  1849 
 Your letter, in relation to the office of Marshall, was received last night",0,,
Jan: 27- 1849," You are not mistaken, in so far as you may suppose, I entertain the strongest personal friendship for you  but I have more than one application for the same office, before yours, appealing to my feelings in the same way",1,event,109
Jan: 27- 1849," I know not what control of this matter may fall into my hands  and I can only say now that I will lay your letter by, and, when the time comes, give your claim, among others, that consideration, which is due to impartiality, fairness, and friendship",1,demand,109
Jan: 27- 1849, Yours as ever A,0,,
Jan: 27- 1849, LINCOLN,0,,
Feb. 2. 1849,"To William Schouler  1 
 Friend Schooler  Washington, Feb",0,,
Feb. 2. 1849, 2,0,,
Feb. 2. 1849," 1849
 In these days of Cabinet making, we out West are awake as well as others",0,,
Feb. 2. 1849," The accompanying article is from the Illinois Journal,  2  our leading whig paper  and while it expresses what all,  3  the whigs of the Legislatures of Illinois, Iowa, and Wisconsin have expressed a preference for Col",0,,
Feb. 2. 1849," Baker I think it is fair and magnanamous to the other Western aspirants  and, on the whole shows by sound argument, that the West is not only entitled to, but is in need of, one member of the cabinet",1,fact,110
Feb. 2. 1849," Desiring to turn public attention, in some measure to this point, I shall be obliged if you will give the article a place in your paper, with or without comments, according to your own sense of propriety",1,demand,110
Feb. 2. 1849,"
 Our acquaintance, though short, has been very cordial  and I therefore venture to hope you will not consider my request presumptious, whether you shall or shall not think proper to grant it",1,event,110
Feb. 2. 1849,"
 This I intend as private and confidential",0,,
Feb. 2. 1849," Yours truly
 A",0,,
Feb. 2. 1849, LINCOLN,0,,
Feb. 6. 1849,To William A,0,,
Feb. 6. 1849," Crafts  1 
 Wm",0,,
Feb. 6. 1849, A,0,,
Feb. 6. 1849," Crafts, Esq
 Washington,
 Dear Sir  Feb",0,,
Feb. 6. 1849, 6,0,,
Feb. 6. 1849," 1849
 Yours of the 31st",0,,
Feb. 6. 1849, of Jany,0,,
Feb. 6. 1849, was received two or three days since,0,,
Feb. 6. 1849, I know Mr,0,,
Feb. 6. 1849," Asahel Thayer,  2  and have the impression that he is not able to pay any thing",1,fact,111
Feb. 6. 1849," Besides his brother Martin Thayer, of Philadelphia, he has a brother, Joseph Thayer, at Springfield, Illinois, who is pecuniarily, in good circumstances",1,fact,111
Feb. 6. 1849," Still, my impression of Asahel is as I have stated  but, lest I be mistaken, I send your letter to a friend in Springfield, with the request that he will ascertain the material facts and write you",1,event,111
Feb. 6. 1849, Your Obt,0,,
Feb. 6. 1849, Servt,0,,
Feb. 6. 1849,"
 A",0,,
Feb. 6. 1849, LINCOLN,0,,
"February 13, 1849","February 13, 1849
 Mr",0,,
"February 13, 1849"," LINCOLN said he had not risen for the purpose of making a speech, but only for the purpose of meeting some of the objections to the bill",1,event,112
"February 13, 1849","  2  If he understood those objections, the first was, that if the bill were to become a law, it would be used to lock large portions of the public lands from sale, without at last effecting the ostensible object of the bill the construction of railroads in the new States  and secondly, that Congress would be forced to the abandonment of large portions of the public lands to the States for which they might be reserved, without their paying for them",1,event,112
"February 13, 1849", This he understood to be the substance of the objections of the gentleman from Ohio  3  to the passage of the bill,0,,
"February 13, 1849","
 If he could get the attention of the House for a few minutes, he would ask gentlemen to tell us what motive could induce any State Legislature, or individual, or company of individuals, of the new States to expend money in surveying roads which they might know they could not make   A VOICE  They are not required to make the road",1,demand,112
"February 13, 1849"," 
 Mr",0,,
"February 13, 1849"," LINCOLN,  continuing",0,,
"February 13, 1849",  That was not the case he was making,0,,
"February 13, 1849"," What motive would tempt any set of men to go into an expensive survey of a railroad, which they did not intend to make  What good would it do  Did men act without motive  Did business men commonly go into an expenditure of money, which could be of no account to them  He generally found that men who have money were disposed to hold on to it, unless they could see something to be made by its investment",1,fact,112
"February 13, 1849"," He could not see what motive of advantage to the new States could be subserved by merely keeping the public lands out of market, and preventing their settlement",1,event,113
"February 13, 1849"," As far as he could see, the new States were wholly without any motive to do such a thing",1,fact,113
"February 13, 1849"," This, then, he took to be a good answer to the first objection",0,,
"February 13, 1849","
 In relation to the fact assumed, that, after a while, the new States having got hold of the public lands to a certain extent, they would turn round and compel Congress to relinquish all claim to them, he had a word to say, by way of recurring to the history of the past",1,event,114
"February 13, 1849"," When was the time to come  he asked  when the States in which the public lands were situated would compose a majority of the representation in Congress, or anything like it  A majority of Representatives would very soon reside west of the mountains, he admitted  but would they all come from States in which thePage 27
 public lands were situated  They certainly would not  for, as these western States grew strong in Congress, the public lands passed away from them, and they got on the other side of the question  and the gentleman from Ohio  Mr",1,event,114
"February 13, 1849", VINTON  was an example attesting that fact,0,,
"February 13, 1849","
 Mr",0,,
"February 13, 1849"," VINTON interrupted here to say, that he had stood upon this question just where he was now, for five and twenty years",0,,
"February 13, 1849","
 Mr",0,,
"February 13, 1849", LINCOLN was not making an argument for the purpose of convicting the gentleman of any impropriety at all,1,event,115
"February 13, 1849"," He was speaking of a fact in history, of which his State was an example",0,,
"February 13, 1849", He was referring to a plain principle in the nature of things,1,event,116
"February 13, 1849", The State of Ohio had now grown to be a giant,0,,
"February 13, 1849"," She had a large delegation on that floor  but was she now in favor of granting lands to the new States, as she used to be  The New England States, New York, and the Old Thirteen, were all rather quiet upon the subject  and it was seen just now that a member from one of the new States was the first man to rise up in opposition",1,event,117
"February 13, 1849", And so it would be with the history of this question for the future,0,,
"February 13, 1849", There never would come a time when the people residing in the States embracing the public lands would have the entire control of this subject  and so it was a matter of certainty that Congress would never do more in this respect than what would be dictated by a just liberality,1,demand,118
"February 13, 1849"," The apprehension, therefore, that the public lands were in danger of being wrested from the General Government by the strength of the delegation in Congress from the new States, was utterly futile",1,event,119
"February 13, 1849", There never could be such a thing,0,,
"February 13, 1849", If we take these lands  said he  it will not be without your consent,0,,
"February 13, 1849", We can never outnumber you,0,,
"February 13, 1849"," The result is, that all fear of the new States turning against the right of Congress to the public domain must be effectually quelled, as those who are opposed to that interest must always hold a vast majority here, and they will never surrender the whole or any part of the public lands unless they themselves choose so to do",1,demand,120
"February 13, 1849", That was all he desired to say,0,,
"February 13, 1849",,0,,
Feb. 19. 1849,"To William Brown and Richard Yates  1 
 Messrs",0,,
Feb. 19. 1849," Brown   Yates
 Washington,
 Gentlemen  Feb",0,,
Feb. 19. 1849, 19,0,,
Feb. 19. 1849," 1849
 Your letter, enclosing the papers for Bounty land   Extra pay for Mrs",0,,
Feb. 19. 1849," Eliza Pearson, was received saturday night",0,,
Feb. 19. 1849," This  monday Page 28
 morning I went to the Pension office, filed the Bounty land papers  went to the Pay Master, and had the claim for extra pay rejected, because the proof of two witnesses that Mrs",1,event,121
Feb. 19. 1849," Pearson, is the widow of the soldier which proof, they say, is indispensable",0,,
Feb. 19. 1849," I went back to the Pension office to see if the papers left there might not supply the proof, but the office was so full, I could get no chance",1,event,122
Feb. 19. 1849, I shall try it again tomorrow morning,0,,
Feb. 19. 1849," Yours as ever
 A",0,,
Feb. 19. 1849, LINCOLN,0,,
"February 19, 1849","Endorsement on a Petition Concerning Conrad Summers  1 
  February 19, 1849 
 The petition of citizens of Woodford county Illinois, in behalf of Conrad Summers 
 I personally know Conrad Summers, named in, this petition, that he is blind, and that most of the statements of said petition are true",0,,
"February 19, 1849","
 A LINCOLN",0,,
Feb: 20 1849,To Joshua F,0,,
Feb: 20 1849," Speed  1 
 Dear Speed  Washington, Feb  20",0,,
Feb: 20 1849, 1849,0,,
Feb: 20 1849,"
 Your letter of the 13th",0,,
Feb: 20 1849, was received yesterday,0,,
Feb: 20 1849, I showed it to Baker,0,,
Feb: 20 1849,"  2  I did this because he knew I had written you, and was expecting an answer  and he still enquired what I had received  so that I could not well keep it a secret",1,event,123
Feb: 20 1849," Besides this, I knew the contents of the letter would not affect him as you seemed to think it would",1,event,123
Feb: 20 1849," He knows he did not make a favorable impression while in Congress, and he and I had talked it over frequently",1,event,123
Feb: 20 1849, He tells me to write you that he has too much self esteem to be put out of humor with himself by the opinion of any man who does not know him better than Mr,1,fact,124
Feb: 20 1849, Crittenden  3  does  and that he thinks you ought to have known it,0,,
Feb: 20 1849, The letter will not affect him the least in regard to either Mr,0,,
Feb: 20 1849, Crittenden or you,0,,
Feb: 20 1849, He understands you to have acted the part of a discreet friend  and he intends to make Mr,1,event,125
Feb: 20 1849," Crittenden think better of him, hereafter",0,,
Feb: 20 1849, I am flattered to learn that Mr,0,,
Feb: 20 1849," Crittenden has any recollection of me which is not unfavorable  and for the manifestation of your kindness towards me, I sincerely thank you",1,fact,126
Feb: 20 1849," Still there is nothing about me which would authorizePage 29
 me to think of a first class office  and a second class one would not compensate me for being snarled at by others who want it for themselves",1,fact,127
Feb: 20 1849," I believe that, so far as the whigs in congress, are concerned, I could have the Genl",0,,
Feb: 20 1849," Land office almost by common consent  but then Sweet,  4  and Don  Morrison,  5  and Browning,  6  and Cyrus Edwards all want it",0,,
Feb: 20 1849," And what is worse, while I think I could easily take it myself, I fear I shall have trouble to get it for any other man in Illinois",1,demand,128
Feb: 20 1849," The reason is, that McGaughey,  7  an Indiana ex member of congress is here after it  and being personally known, he will be hard to beat by any one who is not",0,,
Feb: 20 1849,"
 Baker showed me your letter, in which you make a passing allusion to the Louisville Post Office",0,,
Feb: 20 1849, I have told Garnett Duncan  8  I am for you,0,,
Feb: 20 1849," I like to open a letter of yours, and I therefore hope you will write me again on the receipt of this",0,,
Feb: 20 1849,"
 Give my love, to Mrs",0,,
Feb: 20 1849, Speed,0,,
Feb: 20 1849, Yours as ever A,0,,
Feb: 20 1849," LINCOLN
 P",0,,
Feb: 20 1849,S,0,,
Feb: 20 1849, I have not read the Frankfort papers this winter  and consequently do not know whether you have made a speech,0,,
Feb: 20 1849," If you have, and it has been printed send me a copy",0,,
Feb: 20 1849, A,0,,
Feb: 20 1849, L,0,,
Feb: 20 1849," 1849
 This is tuesday evening, and your letter enclosing the one of Young   Brothers  2  to you, saying the money you sent by me to them had not been received, came to hand last saturday night",1,event,129
Feb: 20 1849," The facts, which are perfectly fresh in my recollection, are these  you gave me the money in a letter  open I believe  directed to Young   Brothers",1,event,129
Feb: 20 1849," To make it more secure than it would be in my hat, where I carry most all my packages, I put it in my trunk",1,fact,129
Feb: 20 1849, I had a great many jobs to do in St,0,,
Feb: 20 1849," Louis  and by the very extra care I had taken of yours, overlooked it",0,,
Feb: 20 1849," On the Steam Boat near the mouth of the Ohio, I opened the trunk, and discovered the letter",1,event,130
Feb: 20 1849, I then began to cast about for some safe hand to send it back by,1,event,130
Feb: 20 1849, Mr,0,,
Feb: 20 1849," Yeatman,  3  Judge Pope s son in law, and step son of Mr",0,,
Feb: 20 1849," Bell of Tennessee, was on board, and was to return immediately to St",0,,
Feb: 20 1849, Louis from the Mouth of Cumberland,0,,
Feb: 20 1849," At my request, he took thePage 30
 letter and promised to deliver it and I heard no more about it till I received your letter on saturday",0,,
Feb: 20 1849, It so happens that Mr,0,,
Feb: 20 1849," Yeatman is now in this city  I called on him last night about it  he said he remembered my giving him the letter, and he could remember nothing more of it",1,event,131
Feb: 20 1849,"
 He told me he would try to refresh his memory, and see me again concerning it to day which however he has not done",0,,
Feb: 20 1849, I will try to see him to morrow and write you again,0,,
Feb: 20 1849," He is a young man, as I understand, of unquestioned, and unquestionable character  and this makes me fear some pick pocket on the boat may have seen me give him the letter, and slipped it from him",1,fact,132
Feb: 20 1849," In this way, never seeing the letter again, he would, naturally enough, never think of it again",0,,
Feb: 27 1849,Dear Sir  Feb  27,0,,
Feb: 27 1849," 1849
 Yesterday you were so kind as to say it would be convenient for you to receive the papers reccommending Col",0,,
Feb: 27 1849," Baker for a Cabinet appointment, through the mail",0,,
Feb: 27 1849," I herewith transmit them in that way, with the request, that my name be considered as added to the recommendation",0,,
March 8. 1849," 1849
 Dear Sir  On the other half of this sheet is a copy of a recommendation, that Anson G",0,,
March 8. 1849," Henry of Springfield, Illinois, be appointed Secretary of the Teritory of Minesota",1,event,133
March 8. 1849, In their confidence and kindness in and for Col,0,,
March 8. 1849," Baker and myself, fortynine of the whig members of the H",0,,
March 8. 1849,R,0,,
March 8. 1849," have signed it, they being nearly all to whom it was presented",0,,
March 8. 1849," I am exceedingly anxious, the appointment of Dr",0,,
March 8. 1849," Henry shall be made  and fearing the place may be filled before I can see you personally, must be my excuse for troubling you in this way",1,demand,134
March 8. 1849," On other matters I am anxious to a common degree  but on this, my solicitude is extreme",1,event,134
March 8. 1849, Your Obt,0,,
March 8. 1849, Servt,0,,
March 8. 1849,"
 A",0,,
March 8. 1849, LINCOLN,0,,
March 8. 1849, March 8,0,,
March 8. 1849," 1849
 Dear Sir  We recommend that Archibald Williams, of Quincy, Illinois, be appointed U",0,,
March 8. 1849,S,0,,
March 8. 1849," District Attorney for the District of Illinois, when that office shall become vacant",0,,
March 8. 1849, Your Obt,0,,
March 8. 1849, Servts,0,,
March 8. 1849, A,0,,
March 8. 1849, LINCOLN,0,,
March 9. 1849,"To Thomas Ewing  1 
 Hon  Thomas Ewing Washington,
 Secretary of the Home Department  March 9",0,,
March 9. 1849," 1849
 Dear Sir  We recommend that Matthew Gillespie  2  be appointed to fill the Land office now, or soon to be, vacant at Edwardsville, Illinois",0,,
March 9. 1849, Your Obt,0,,
March 9. 1849, Servts,0,,
