book no.,Year,sentence
volume50_book_456.txt,"August 26, 1932",I have not been able to rise above 30 counts on it.
volume50_book_456.txt,"August 26, 1932","In addition to astronomy, I also study Urdu a little."
volume50_book_456.txt,"August 26, 1932",Correspondence takes up a great deal of time.
volume50_book_456.txt,"August 26, 1932","After Dr. Mehta's death, I have had to write numerous letters concerning the affairs of his family."
volume50_book_456.txt,"August 26, 1932",I suppose you have heard about his death.
volume50_book_456.txt,"August 26, 1932",He had got a cut in a foot with a piece of glass and the wound became septic.
volume50_book_456.txt,"August 26, 1932",The leg had to be amputated.
volume50_book_456.txt,"August 26, 1932","The operation was successful, but afterwards he developed double pneumonia which proved fatal."
volume50_book_456.txt,"August 26, 1932",This is the fourth week since he died.
volume50_book_456.txt,"August 26, 1932",Maganlal (Dr. Mehta's) must have landed in Bombay today.
volume50_book_456.txt,"August 26, 1932",He had gone to England.
volume50_book_456.txt,"August 26, 1932",".2 Blessings from BAPU August 27, 1932 ."
volume50_book_456.txt,"August 26, 1932",.3 I had almost completed the history of the Ashram.
volume50_book_456.txt,"August 26, 1932","After revising what I had written, I was about to proceed further but had to leave the work aside."
volume50_book_456.txt,"August 26, 1932",I have not been able to find time for it since then.
volume50_book_456.txt,"August 26, 1932",I am trying to do so.
volume50_book_456.txt,"August 26, 1932","I have not been 1 Pundalik Katagde, follower of Gangadharrao Deshpande 2 Seven-and-a-quarter lines were censored by the jail authorities."
volume50_book_456.txt,"August 26, 1932",3 The first line was censored by the jail authorities.
volume50_book_456.txt,"August 26, 1932",LETTER TO CHHAGANLAL JOSHI 429 able to write it in as much detail as you may have thought.
volume50_book_456.txt,"August 26, 1932","I believe, however, that it will contain my views in brief on all matters."
volume53_book_6.txt,"January 11, 1933","LETTER TO T. A. V. NATHAN January 11, 1933 DEAR FRIEND, I have your letter1 enclosing three cuttings for which I thank you."
volume53_book_6.txt,"January 11, 1933",I take them in order of their dates.
volume53_book_6.txt,"January 11, 1933",That of the 28th December calls for no reply.
volume53_book_6.txt,"January 11, 1933","That of the 29th, that is, the one on the postponement 2 of the fast has led you to grant me an indulgence, because you have been averse to the method of the fast."
volume53_book_6.txt,"January 11, 1933","But I must not exist on indulgences from friends, especially in religious matters."
volume53_book_6.txt,"January 11, 1933","Fortunately for me, your indulgence is due to an oversight of a material condition, whose happening was to automatically postpone the fast, and this was some legal difficulty which could not be got over within the time."
volume53_book_6.txt,"January 11, 1933",This difficulty came in the shape of the want of Viceregal sanction.
volume53_book_6.txt,"January 11, 1933","If I had taken the fast on the 2nd of January, I am afraid that you would not only have condemned the fast as such but you would have condemned it as coercion against the Government of India."
volume53_book_6.txt,"January 11, 1933","So, you see that the fast is postponed, not because I have realized its uselessness, but because I have realized the sinfulness of taking it in spite of the supervening of a contingency that had been contemplated and provided for."
volume53_book_6.txt,"January 11, 1933","Your last article, that is, of the 4th instant, calls for a fairly large reply, but I shall not attempt it, if only because I have to economize time just at present."
volume53_book_6.txt,"January 11, 1933",I see in my proposal no surrender whatsoever of principle.
volume53_book_6.txt,"January 11, 1933","In this campaign I have endeavoured, as much as a Harijan by adoption can, to put myself in his position, and I say to the objectors: 'If you are polluted by my presence or by my touch, I am quite prepared to consent to a separate period being reserved for you to offer worship by yourselves."
volume53_book_6.txt,"January 11, 1933",I give you the same credit for sincerity that I claim for myself.
volume53_book_6.txt,"January 11, 1933",You are as much entitled to worship in the temple as I think I am.
volume53_book_6.txt,"January 11, 1933","Therefore you offer worship in your time, and I shall 1 In which the addressee had written: ""I feel you have let down the reformers by your compromise formula, and I hope you will excuse me when I say that the impression in enlightened circles in South India is that you have played into the hands of orthodox Brahmins."""
volume53_book_6.txt,"January 11, 1933","6 LETTER TO T. A. V. NATHAN 7 offer worship, along with the reformers, during the period reserved for us, and since by tradition you have been taught to think that the efficacy of the idol is diminished by my entering the portals of the temple gate, though I do not believe in it myself, let the priest perform the purification ceremony."
volume53_book_6.txt,"January 11, 1933",1 This is how I rehearsed the whole thing to myself before I made the proposal to Pandit Panchanan Tarkaratna.
volume53_book_6.txt,"January 11, 1933","Of course the proposal would not be worthy of consideration if there was not a big assumption underlying it, namely, that the objectors would be in a negligible minority."
volume53_book_6.txt,"January 11, 1933","My proposal, therefore, is an effective and acid test of the sincerity of all concerned."
volume53_book_6.txt,"January 11, 1933","If the objectors including the Shastris are sincere in their protest on behalf of what they consider to be sanatana dharma, they would jump at the proposal."
volume53_book_6.txt,"January 11, 1933","If the reformers and the Harijans are sincere, they should hail the proposal with joy, and if it is accepted, regard it as a vast step towards the fruition of the reform."
volume53_book_6.txt,"January 11, 1933","If it is found by experience that the caste Hindus who offer worship during the joint period are themselves a negligible quantity, it would be a defeat for the reformer, and it would be a sign that the Harijans should abstain from entering those temples where they are unwelcome visitors."
volume53_book_6.txt,"January 11, 1933",They would not then have to go to the temples as beggars before caste-men.
volume53_book_6.txt,"January 11, 1933","They will go, if they go at all, as fellow-Hindus, welcomed by an overwhelming majority of caste-men who would not consider themselves in any way polluted by the touch of the erstwhile untouchables."
volume53_book_6.txt,"January 11, 1933",Any other solution would be tantamount to compulsion.
volume53_book_6.txt,"January 11, 1933","You will recall what I said in one of my previous statements that wherever the majority of the temple-goers are against the admission of Harijans those temples should not be visited by them, and where the majority was composed of reformers, the possession should go to them along with the Harijans and that the minority should build another temple for themselves, if they so choose; but in the course of argument with Pandit Panchanan Tarkaratna, I discovered a flaw in that proposal."
volume53_book_6.txt,"January 11, 1933",It is an undoubted fact that-whether it is right or wrong is not the question-thousands of people attribute particular sanctity to their favourite temples.
volume53_book_6.txt,"January 11, 1933",That sanctity is for them an untransferable thing.
volume53_book_6.txt,"January 11, 1933","Sanctity handed down from ancient times cannot be imparted to a new image and a new temple by the mere will of man, and therefore the proposal I have now published dawned upon me, and the proposal to be of any value 1 Gandhiji's compromise proposed to satisfy caste Hindus."
volume53_book_6.txt,"January 11, 1933","8 THE COLLECTED WORKS OF MAHATMA GANDHI has to carry with it the consent to purification, again out of scrupulous regard for the religious sentiment of the minority."
volume53_book_6.txt,"January 11, 1933","You will sympathize with my reasoning, even if you may not agree with it, when you realize that ahimsa is a fundamental creed with me and enforceable under every conceivable circumstance."
volume53_book_6.txt,"January 11, 1933","That I may fail miserably in reducing my creed to practice on all occasions does not detract from the creed, and is irrelevant to the discussion; and my non-violence would not permit me to do violence to the feelings of a single devotee who has been accustomed to visit a particular temple."
volume53_book_6.txt,"January 11, 1933","I would also ask you to remember that, whatever may be said to the contrary, for me the whole of this campaign against untouchability is a purely religious campaign."
volume53_book_6.txt,"January 11, 1933","It is a movement of a big reform in Hinduism which, as I have said so repeatedly, must die if untouchability as we know it today is not eradicated."
volume53_book_6.txt,"January 11, 1933",I must also confess that I have a profound reverence for the Hindu Shastras as I have conceived them; but I cannot impose my conception upon others by force.
volume53_book_6.txt,"January 11, 1933",I must let it work its way in the midst of competing interpretations and conceptions.
volume53_book_6.txt,"January 11, 1933","Therefore wherever possible, my attitude would be to make provision for all other conceptions and interpretations."
volume53_book_6.txt,"January 11, 1933","If you would bear these things in mind, you would not only understand my position but you will support me whole-heartedly, and I want your support."
volume53_book_6.txt,"January 11, 1933",I want the support of every Hindu.
volume53_book_6.txt,"January 11, 1933","Your paper represents I know a very large body of advanced Hindu opinion and since you are taking the trouble of trying to understand me, I am not going easily to give up the attempt to enlist your full support."
volume53_book_6.txt,"January 11, 1933","You have asked me quite unjustly ""whether he (i.e., I) would be willing to satisfy the conscience of conservative seekers in England who want that political reform in India should be postponed to some later period""."
volume53_book_6.txt,"January 11, 1933","I will not insult your intelligence by showing you that there is no analogy between the position underlying your question and the position with reference to temple-entry, especially in view of what I have said in the foregoing paragraphs."
volume53_book_6.txt,"January 11, 1933","Lastly, you cavil at the use of the word 'Harijan' for untouchables."
volume53_book_6.txt,"January 11, 1933","Evidently, you do not know how the word came to be used in the first instance."
volume53_book_6.txt,"January 11, 1933","It was suggested by certain untouchable friends who do not like to be called 'untouchables', and it was suggested because a saintly poet1 of Gujarat, according to their interpretation of one of his hymns, used it in connection with 'untouchables'."
volume53_book_6.txt,"January 11, 1933","I 1 Narasinha Mehta LETTER TO ZAMINDAR OF GOLLAPALLI 9 immediately seized upon the word as also otherwise most fitting, for the most despised people are the most favoured of God."
volume53_book_6.txt,"January 11, 1933","I fail to see any slave mentality about the origin of the use of the word or its continuance, and let us hope that when untouchability has a decent burial, we shall all strive to become Harijans, that is, pure men of God."
volume53_book_465.txt,"February 19, 1933","LETTER TO D. B. KALELKAR AND B. D. KALELKAR February 19, 1933 CHI."
volume53_book_465.txt,"February 19, 1933","KAKA, I got your letter."
volume53_book_465.txt,"February 19, 1933","If milk, when taken without any other food, is not digested, it does no harm, but the milk which seems to be digested with the help of other food is not really digested but mixes with the food, and remaining in the body in the form of poison, it harms the gums, etc."
volume53_book_465.txt,"February 19, 1933",This is the view held by more and more doctors and seems to be correct.
volume53_book_465.txt,"February 19, 1933","You can have with milk oranges, grapes, pineapples, pomegranates and other juicy fruits."
volume53_book_465.txt,"February 19, 1933",They will prevent milk from causing constipation.
volume53_book_465.txt,"February 19, 1933","You should, therefore, start the experiment of milk-diet as soon as possible and accustom your body really to digest it."
volume53_book_465.txt,"February 19, 1933",I make no distinction between milk and curds.
volume53_book_465.txt,"February 19, 1933","Some doctors, probably most, believe that curds are more easily digested."
volume53_book_465.txt,"February 19, 1933",The curds should not taste sour at all-the curds which we used to make by adding drops of lemon juice to milk would be the best.
volume53_book_465.txt,"February 19, 1933",You should not drink the milk but sip it slowly.
volume53_book_465.txt,"February 19, 1933",It would be better to take a spoonful at a time.
volume53_book_465.txt,"February 19, 1933","To start with, you should take a quarter pound every hour."
volume53_book_465.txt,"February 19, 1933",Do not mind if you get diarrhoea.
volume53_book_465.txt,"February 19, 1933",It will stop in a few days.
volume53_book_465.txt,"February 19, 1933",You may drink the fruit juice separately at any convenient time.
volume53_book_465.txt,"February 19, 1933","In fruit juice, you should have the juice of six mosambis or of one pound of fresh grapes in two parts."
volume53_book_465.txt,"February 19, 1933","You should take about four pounds of milk or curds, and mix with it as much butter as may be necessary."
volume53_book_465.txt,"February 19, 1933","If you take milk in sufficient quantity, I doubt the necessity of butter."
volume53_book_465.txt,"February 19, 1933",But it will do no harm if it can be digested even in the absence of other food.
volume53_book_465.txt,"February 19, 1933","Doctors believe that, like milk, butter too does no harm if taken by itself."
volume53_book_465.txt,"February 19, 1933",See how I have described the benefits of milk.
volume53_book_465.txt,"February 19, 1933",But I have no choice.
volume53_book_465.txt,"February 19, 1933",I can find no plant or herb which can equal milk in food value.
volume53_book_465.txt,"February 19, 1933",There is certainly some truth in the belief that milk is a wholesome food even for yogis.
volume53_book_465.txt,"February 19, 1933",It is the only substitute for meat.
volume53_book_465.txt,"February 19, 1933","Only our vaids 1 could have discovered a vegetable substitute for milk, but, lacking zeal for dharma, they made no such attempt."
volume53_book_465.txt,"February 19, 1933",I have failed in my search and given it up.
volume53_book_465.txt,"February 19, 1933",We do 1 Physicians practising Ayurvedic system of medicine 347 348 THE COLLECTED WORKS OF MAHATMA GANDHI not know if anybody else will take it up and succeed.
volume53_book_465.txt,"February 19, 1933",Perhaps in the West they may succeed.
volume53_book_465.txt,"February 19, 1933",Among us there is no one who possesses the necessary medicinal knowledge to make such a discovery.
volume53_book_465.txt,"February 19, 1933",We do not regard it as our dharma to acquire such knowledge and to make experiments with that aim.
volume53_book_465.txt,"February 19, 1933",Anybody who wishes to undertake the task should be inspired with zeal for the welfare of the cow.
volume53_book_465.txt,"February 19, 1933",He should be convinced that no milk other than the mother's milk can be the proper food of a human being.
volume53_book_465.txt,"February 19, 1933",Such a person should then study medicine.
volume53_book_465.txt,"February 19, 1933",We do not have at present men with such a spirit.
volume53_book_465.txt,"February 19, 1933","If India is destined to discover such a substitute, God will send among us a person with the necessary gifts."
volume53_book_465.txt,"February 19, 1933","Till then, let us sing praises of milk and do the duty which lies before us."
volume53_book_465.txt,"February 19, 1933",I hope you will feel satisfied that I have replied to your question in greater detail than you had expected.
volume53_book_465.txt,"February 19, 1933",I also hope that you will understand the relative importance of the issues involved.
volume53_book_465.txt,"February 19, 1933","Think over all this and do what seems right to you, for even in such matters the final decision should be one's own."
volume53_book_465.txt,"February 19, 1933",What I have said is true only about people with weak health.
volume53_book_465.txt,"February 19, 1933",Those who are healthy will eat normal food and may even be able to digest it.
volume53_book_465.txt,"February 19, 1933","If you want to experiment with milk-diet in a scientific manner, you can do so only in the Ashram or in the neighbourhood of a dairy where we have a right of entry; it is only then that we can get fresh milk."
volume53_book_465.txt,"February 19, 1933",I suppose you know that yogis mix crushed neem leaves in milk before drinking it.
volume53_book_465.txt,"February 19, 1933",Write something for Harijan when you feel like doing so.
volume53_book_465.txt,"February 19, 1933",I think innocent eggs are laid by hen without having been inseminated by a cock.
volume53_book_465.txt,"February 19, 1933",You will get more information from the friend at Sangli.
volume53_book_465.txt,"February 19, 1933",An innocent egg is one from which no chick can be born.
volume53_book_465.txt,"February 19, 1933","Personally, I very much liked the design for the title page of Harijan."
volume53_book_465.txt,"February 19, 1933",It was entirely my choice.
volume53_book_465.txt,"February 19, 1933",At first we had thought of getting a block made.
volume53_book_465.txt,"February 19, 1933",But I liked the design better after it was printed and so the idea of getting a block made was dropped.
volume53_book_465.txt,"February 19, 1933",Shastra does not mean the pronouncements of men of spiritual experience in the past.
volume53_book_465.txt,"February 19, 1933","It means the words of living men today who have had first-hand spiritual experience, that is, who have realized the Brahman."
volume53_book_465.txt,"February 19, 1933",Shastra is something which is daily embodied in somebody's life.
volume53_book_465.txt,"February 19, 1933","What exists only in books and is not followed in life may be philosophy, or it may be foolish chatter or mere hypocrisy."
volume53_book_465.txt,"February 19, 1933","Shastra must be immediately capable of realization in experience, it must spring from the living experience LETTER TO D. B. KALELKAR AND B. D. KALELKAR 349 of the person who utters it."
volume53_book_465.txt,"February 19, 1933",It is only in this sense that the Veda is eternal.
volume53_book_465.txt,"February 19, 1933","All else is not Veda, but theorizing about Veda."
volume53_book_465.txt,"February 19, 1933",.1 is resolved to marry .
volume53_book_465.txt,"February 19, 1933",2 he should ignore our opposition and do so.
volume53_book_465.txt,"February 19, 1933",There is no harm in doing that.
volume53_book_465.txt,"February 19, 1933","The Gita verse, ""What can self-control avail3"", applies in this case."
volume53_book_465.txt,"February 19, 1933",But then the couple should have courage and confidence in themselves.
volume53_book_465.txt,"February 19, 1933","If the people ultimately see that they lead a life of self-control, the world will forgive the couple."
volume53_book_465.txt,"February 19, 1933",It is such action which forsakes the rule of Shastra.
volume53_book_465.txt,"February 19, 1933","4 If it is inspired by a pure and noble ideal, it is ultimately condoned."
volume53_book_465.txt,"February 19, 1933",But just now such conduct will be and ought to be disapproved.
volume53_book_465.txt,"February 19, 1933","Our duty, therefore, is clear."
volume53_book_465.txt,"February 19, 1933",We should not directly or indirectly give our consent to his marriage to .
volume53_book_465.txt,"February 19, 1933","If, however, he does marry her and if the people ultimately approve the marriage, we also will join in the applause."
volume53_book_465.txt,"February 19, 1933",is now forgetting .
volume53_book_465.txt,"February 19, 1933",Blessings from BAPU 5 a.m.
volume53_book_465.txt,"February 19, 1933","I wrote this letter between 3 and 5 and in the morning, excluding the time spent in prayer."
volume53_book_465.txt,"February 19, 1933",I did not intend to give so much time to you-I cannot afford to do so.
volume53_book_465.txt,"February 19, 1933","BAL5, Since children emulate their elders, the latter also should follow a child's praiseworthy example."
volume53_book_465.txt,"February 19, 1933",Hence I follow yours.
volume53_book_465.txt,"February 19, 1933",The news about Shankar6 is certainly good.
volume53_book_465.txt,"February 19, 1933",But I will try and know more.
volume53_book_465.txt,"February 19, 1933","Since I have given too much time to Kaka, I will not write more than this for you."
volume55_book_503.txt,"September 14, 1933","LETTER TO JAWAHARLAL NEHRU 'PARNAKUTI', POONA, September 14, 1933 MY DEAR JAWAHARLAL, I am glad you have written so fully and frankly.1 When, on my return from London at the end of 1931, I found you to have been suddenly snatched away from me,2 I felt the separation keenly."
volume55_book_503.txt,"September 14, 1933","I was, therefore, most anxious to meet you and exchange views."
volume55_book_503.txt,"September 14, 1933","3 1 For the addressee's letter dated September 13, 1933, vide Appendix XIV."
volume55_book_503.txt,"September 14, 1933","2 The addressee was arrested on December 26, 1931, while on his way to see Gandhiji; vide Vol."
volume55_book_503.txt,"September 14, 1933",3 Gandhiji and Jawaharlal Nehru met and had long discussions from September 10.
volume55_book_503.txt,"September 14, 1933",LETTER TO JAWAHARLAL NEHRU 427 With much of what you have said in your letter I am in complete agreement.
volume55_book_503.txt,"September 14, 1933","The experience gained after the Karachi Congress has, if possible, strengthened my faith in the main resolution and the economic programme1 referred to by you."
volume55_book_503.txt,"September 14, 1933",I have no doubt in my mind that our goal can be no less than 'Complete Independence'.
volume55_book_503.txt,"September 14, 1933",I am also in whole-hearted agreement with you when you say that without a material revision of vested interests the condition of the masses can never be improved.
volume55_book_503.txt,"September 14, 1933","I believe, too, though I may not go as far as you do, that before India can become one homogeneous entity, the princes will have to part with much of their power and become popular representatives of the people over whom they are ruling today."
volume55_book_503.txt,"September 14, 1933",I can corroborate from first-hand experience much of what you say about the Round Table Conference.
volume55_book_503.txt,"September 14, 1933","Nor have I the slightest difficulty in agreeing with you that in these days of rapid intercommunication and a growing consciousness of the oneness of all mankind, we must recognize that our nationalism must not be inconsistent with progressive internationalism."
volume55_book_503.txt,"September 14, 1933",India cannot stand in isolation and unaffected by what is going on in other parts of the world.
volume55_book_503.txt,"September 14, 1933","I can, therefore, go the whole length with you and say that 'we should range ourselves with the progressive forces of the world'."
volume55_book_503.txt,"September 14, 1933","But I know that though there is such an agreement between you and me in the enunciation of ideals, there are temperamental differences between us."
volume55_book_503.txt,"September 14, 1933","Thus you have emphasized the necessity of a clear statement of the goal, but having once determined it, I have never attached importance to the repetition."
volume55_book_503.txt,"September 14, 1933",The clearest possible definition of the goal and its appreciation would fail to take us there if we do not know and utilize the means of achieving it.
volume55_book_503.txt,"September 14, 1933","I have, therefore, concerned myself principally with the conservation of the means and their progressive use."
volume55_book_503.txt,"September 14, 1933","I know that if we can take care of them, attainment of the goal is assured."
volume55_book_503.txt,"September 14, 1933",I feel too that our progress towards the goal will be in exact proportion to the purity of our means.
volume55_book_503.txt,"September 14, 1933","If we can give an ocular demonstration of our uttermost truthfulness and non-violence, I am convinced that our statement of the national goal cannot long offend the interests which your letter would appear to attack."
volume55_book_503.txt,"September 14, 1933","We know that the princes, the zamindars, and those who depend for their existence upon the exploitation of the masses, would cease to fear and distrust us, if we could but ensure the innocence of our methods."
volume55_book_503.txt,"September 14, 1933",We do not seek to coerce any.
volume55_book_503.txt,"September 14, 1933",We seek to convert them.
volume55_book_503.txt,"September 14, 1933",This method may 1 Vide Vol.
volume55_book_503.txt,"September 14, 1933","428 THE COLLECTED WORKS OF MAHATMA GANDHI appear to be long, perhaps too long, but I am convinced that it is the shortest."
volume55_book_503.txt,"September 14, 1933",In the main I agree with your interpretation of Sjt.
volume55_book_503.txt,"September 14, 1933",Aney's instructions and my note1 upon them.
volume55_book_503.txt,"September 14, 1933","I am quite clear in my mind that had those instructions not been issued, the whole movement of civil resistance would have collapsed through growing internal weakness; for Congressmen were deluding themselves into the belief that there were organizations effectively functioning to which they could look for guidance, when, as a matter of fact, under the organized terrorism which the Ordinance Rule means, organized functioning of Congress Committees had become impossible."
volume55_book_503.txt,"September 14, 1933","A false belief in the functioning of organizations, rendered illegal and largely impotent, was fast producing a demoralization which had to be arrested."
volume55_book_503.txt,"September 14, 1933",There is no such thing as demoralization in civil resistance properly applied.
volume55_book_503.txt,"September 14, 1933","You have said rightly that after all ""civil disobedience is essentially an individual affair""."
volume55_book_503.txt,"September 14, 1933","I go a step further and say that so long as there is one civil resister offering resistance, the movement cannot die and must succeed in the end."
volume55_book_503.txt,"September 14, 1933",Individual civil resisters do not need the aid of an organization.
volume55_book_503.txt,"September 14, 1933",After all an organization is nothing without the individuals composing it.
volume55_book_503.txt,"September 14, 1933","Aney's instructions were, therefore, I hold, an affective answer to the Ordinances and if only men and women belonging to the Congress will appreciate the necessity of those instructions with all their implications, the Ordinances will be rendered nugatory, at least so far as the resisters are concerned."
volume55_book_503.txt,"September 14, 1933",They can form a nucleus around which an army of invincible civil resisters can be built up.
volume55_book_503.txt,"September 14, 1933",Aney's instructions or in my note would warrant the supposition that they preclude organized action by Congressmen in any shape or form.
volume55_book_503.txt,"September 14, 1933",I would like to warn you against thinking that there is no fundamental difference between individual civil resistance and mass civil resistance.
volume55_book_503.txt,"September 14, 1933","I think that the fundamental difference is implied in your own admission that ""it is essentially an individual affair""."
volume55_book_503.txt,"September 14, 1933",The chief distinction between mass civil resistance and individual civil resistance is that in the latter everyone is a complete independent unit and his fall does not affect the others; in mass civil resistance the fall of one generally adversely affects the rest.
volume55_book_503.txt,"September 14, 1933","Again, in mass civil resistance leadership is essential, in individual civil resistance every resister is his own leader."
volume55_book_503.txt,"September 14, 1933","Then again, in mass civil resistance, there is a possibility of failure; in individual civil resistance failure is an impossibility."
volume55_book_503.txt,"September 14, 1933","Finally, a 1 Vide pp."
volume55_book_503.txt,"September 14, 1933",LETTER TO JAWAHARLAL NEHRU 429 State may cope with mass civil resistance; no State has yet been found able to cope with individual civil resistance.
volume55_book_503.txt,"September 14, 1933",Nor may much be made of my statement that an organization which feels its own strength can at its own risk adopt mass civil resistance.
volume55_book_503.txt,"September 14, 1933","While, as an opinion, it is unexceptionable, I know that at the present moment there is no organization that can shoulder the burden."
volume55_book_503.txt,"September 14, 1933",I do not want to raise false hopes.
volume55_book_503.txt,"September 14, 1933",Now about the secret methods.
volume55_book_503.txt,"September 14, 1933",I am as firm as ever that they must be tabooed.
volume55_book_503.txt,"September 14, 1933",I am myself unable to make any exceptions.
volume55_book_503.txt,"September 14, 1933","Secrecy has caused much mischief and if it is not put down with a firm hand, it may ruin the movement."
volume55_book_503.txt,"September 14, 1933",There may be exceptional circumstances that may warrant secret methods.
volume55_book_503.txt,"September 14, 1933",I would forgo that advantage for the sake of the masses whom we want to educate in fearlessness.
volume55_book_503.txt,"September 14, 1933","I will not confuse their minds by leading them to think that under certain circumstances, they may resort to secret methods."
volume55_book_503.txt,"September 14, 1933",Secrecy is inimical to the growth of the spirit of civil resistance.
volume55_book_503.txt,"September 14, 1933","If Congressmen will realize that all property is liable to be confiscated at any moment, they will learn to be utterly independent of it."
volume55_book_503.txt,"September 14, 1933",I quite agree with you that it is ludicrous for individuals to send notices to the local authorities of their intention to offer a particular form of civil disobedience.
volume55_book_503.txt,"September 14, 1933",We do not want to make a great movement ridiculous.
volume55_book_503.txt,"September 14, 1933","Therefore when civil resistance is offered it should be offered seriously and in an effective manner, in so far as this is possible, in furtherance of the Congress programme."
volume55_book_503.txt,"September 14, 1933",I notice one gap in your letter.
volume55_book_503.txt,"September 14, 1933",You make no mention of the various constructive activities of the Congress.
volume55_book_503.txt,"September 14, 1933",They became an integral part of the Congress programme that was framed after mature deliberations in 1920.
volume55_book_503.txt,"September 14, 1933","1 With civil resistance as the background we cannot possibly do without the constructive activities such as communal unity, removal of untouchability and universalization of the spinning-wheel and khaddar."
volume55_book_503.txt,"September 14, 1933",I am as strong as ever about these.
volume55_book_503.txt,"September 14, 1933","We must recognize that whilst the Congressmen can be counted by hundreds of thousands, civil resisters imprisoned have never amounted to more than one lakh at the outside."
volume55_book_503.txt,"September 14, 1933",I feel that there is something radically wrong if paralysis has overtaken the remaining lakhs.
volume55_book_503.txt,"September 14, 1933",There is nothing to be ashamed of in an open confession by those who for any reason whatsoever are unable to join the civil resisters' ranks.
volume55_book_503.txt,"September 14, 1933",They are also serving the cause of the country and bringing it nearer to the goal who are 1 Vide Vol.
volume55_book_503.txt,"September 14, 1933",430 THE COLLECTED WORKS OF MAHATMA GANDHI engaged in any of the constructive activities I have named and several other kindred activities I can add to the list.
volume55_book_503.txt,"September 14, 1933","Ordinance or no Ordinance, if individual Congressmen and Congresswomen will learn the art of contributing their share to the work of building of the house of independence and realize their own importance, dark as the horizon seems to us, there is absolutely no cause for despair or disappointment."
volume55_book_503.txt,"September 14, 1933","Finally, if I can say so without incurring the risk of your accusing me of egotism, I would like to say that I have no sense of defeat in me and the hope in me that this country of ours is fast marching towards its goal is burning as bright as it did in 1920; for I have an undying faith in the efficacy of civil resistance."
volume55_book_503.txt,"September 14, 1933","But as you are aware, after full and prayerful consideration, I have decided not to take the offensive during the unexpired period of the sentence of imprisonment that was pronounced against me on the 4th of August last by the court that met in Yeravda Jail."
volume55_book_503.txt,"September 14, 1933",I need not go into the reasons as I have already issued a separate statement1 about it.
volume55_book_503.txt,"September 14, 1933","This personal suspension, although it may be misunderstood for a while, will show how and when it may become a duty."
volume55_book_503.txt,"September 14, 1933","And if it is a duty, it cannot possibly injure the cause."
volume56_book_256.txt,"November 16, 1933","LETTER TO EFY ARISTARCHI AMRAOTI, November 16, 1933 MY DEAR EFY, I have your letter with the very beautiful card which you want me to keep in my copy of the Bhagavad Gita."
volume56_book_256.txt,"November 16, 1933","I am not going to carry out your wish literally, for, that will defeat it."
volume56_book_256.txt,"November 16, 1933",I do not read from the Gita every day.
volume56_book_256.txt,"November 16, 1933",I listen to its reading in the morning.
volume56_book_256.txt,"November 16, 1933","And since your idea, I take it, is that I should have the picture daily as a book-mark I propose to keep it in the book which I may be reading for the time being and transfer it from book to book."
volume56_book_256.txt,"November 16, 1933","I see that you are having Gujarati lessons, probably from Manu, for, you have addressed your name in Gujarati."
volume56_book_256.txt,"November 16, 1933",I am glad that you are coming in close touch with Manu and Elizabeth.
volume56_book_256.txt,"November 16, 1933",You ask me what I wish about this love affair.
volume56_book_256.txt,"November 16, 1933","I regard both as very lovable, very sincere and very earnest, but what I fear is that they do not measure the full consequences of the proposed marriage."
volume56_book_256.txt,"November 16, 1933",I can thoroughly appreciate their viewpoint.
volume56_book_256.txt,"November 16, 1933",For them it is enough that they love each other.
volume56_book_256.txt,"November 16, 1933","But I have always held that whilst young people should first make their choice, its finality should be dependent upon the approval and blessings of the elders."
volume56_book_256.txt,"November 16, 1933",I have seen young love so often disappointed in after years.
volume56_book_256.txt,"November 16, 1933","However deliberate the choice, somehow or other later years proved the choice to have been ill made."
volume56_book_256.txt,"November 16, 1933",In this case I see grave danger ahead.
volume56_book_256.txt,"November 16, 1933","The most fatal objection, however, that I can see to this proposed match is that Elizabeth desires, and from her own standpoint perhaps naturally so, that the progeny should be brought up in the Roman Catholic faith."
volume56_book_256.txt,"November 16, 1933",I do not mind it at all.
volume56_book_256.txt,"November 16, 1933","But, even though Manu may have no objection, his parents and his people whom he loves dearly will never be LETTER TO EFY ARISTARCHI 235 able to reconcile themselves to their grandchildren being brought up in a faith other than their own."
volume56_book_256.txt,"November 16, 1933",Then there is the question of the whole Hindu culture.
volume56_book_256.txt,"November 16, 1933","I see, even at the present moment, a conflict going on between Hindu culture and the Christianity of Indians; the latter are being torn between two almost opposite attractions."
volume56_book_256.txt,"November 16, 1933","Somehow or other, Christianity has become synonymous with Western culture."
volume56_book_256.txt,"November 16, 1933","Perhaps rightly so, for, the religion of the Western people is predominantly Christianity and therefore Western culture may be fittingly described as Christian culture as Indian culture would certainly be described as Hindu culture."
volume56_book_256.txt,"November 16, 1933",The progeny of Elizabeth must be brought up in entirely different surroundings unless Manu decides to tear himself away from his own surroundings and lives an exclusive life or decides to settle down in the West.
volume56_book_256.txt,"November 16, 1933","I think that, spiritually considered, Elizabeth herself should not be a party to the possibility of Manu having to tear himself away."
volume56_book_256.txt,"November 16, 1933",Then there is the question of Elizabeth herself.
volume56_book_256.txt,"November 16, 1933",She would be hard put to it to accommodate herself to Indian surroundings.
volume56_book_256.txt,"November 16, 1933",Her constitution may be undermined or she would have to live a life out of all correspondence to her surroundings.
