date,sentence,importance,event-type,cluster
"1930, April 9","As the women coming from the Ashram are trained in discipline, Mithubehn will find it easier to take work from them.",0,,
"1930, April 9",I have already discussed the matter with Shardabehn.,0,,
"1930, April 9",She and Dr. Sumant liked the idea very much.,0,,
"1930, April 9",Shardabehn said that she would certainly go there.,0,,
"1930, April 9",From a photostat of the Gujarati: S.N.,0,,
"1930, January 10","LETTER TO JAWAHARLAL NEHRU January 10, 1930 MY DEAR JAWAHARLAL, Here is my draft resolution or declaration 2 for 26th instant.",0,,
"1930, January 10",I have nothing as yet from anybody.,0,,
"1930, January 10",But I thought I would not now wait till the last moment.,0,,
"1930, January 10",You will cut it up or extend and amend it as you like.,0,,
"1930, January 10",The shorter the sweeter.,0,,
"1930, January 10","Ever since we have separated at Lahore, I have been evolving schemes of civil disobedience.",1,fact,577
"1930, January 10",I have not seen my way clear as yet.,0,,
"1930, January 10","But I have come so far that, in the present state of the Congress, no civil disobedience can be or should be offered in its name and that it should be offered by me alone or jointly with a few companions even as I did in South Africa if you have studied 1 Vide pp.",1,demand,577
"1930, January 10",2 Vide the following item.,0,,
"1930, January 10",382 LETTER TO JAWAHARLAL NEHRU 383 the History of Satyagraha1.,0,,
"1930, January 10","If you have not, you should.",0,,
"1930, January 10","If I do finally see my way clear, I shall think out what part the Congress can play in that event.",1,fact,90006
"1930, January 10","All this, however, I have no time to discuss through correspondence.",0,,
"1930, January 10","If I make further progress, I shall let you know.",0,,
"1930, January 10","If you have any remarks to offer, please let me know.",0,,
"1930, January 10",In any case prepare yourself to come here a day or two earlier than the Working Committee meeting day.,,,
"1930, January 10",Of course you can come earlier still  before 26th inst.,0,,
"1930, January 10",I hope father is going to Bengal on the appointed day.,1,event,90006
"1930, January 10","I am most anxious to come to grips during your year of office, but that strictly according to my lights.",0,,
"1930, January 10",Please therefore feel free to criticize whatever I say or suggest.,0,,
"1930, January 10","I want to do nothing that would cross your purpose or thwart your plans, if you have conceived any independently.",0,,
"1930, January 10","The more I think, the more convinced I feel that it was a happy thing for the country that I did not become President.",1,event,90006
"1930, January 10",I would have felt hampered in maturing plans in complete detachment.,0,,
"1930, January 10","As it is, I cannot conceive a more favourable opportunity for me for making my experiment than when you are the helmsman of the Congress.",1,fact,90006
"1930, January 10","Since writing this, I have your letter3.",0,,
"1930, January 10","In view of what I have said above, I must not go out.",0,,
"1930, January 10",The one who may travel through a few places with effect is father.,0,,
"1930, January 10",The weight that he can carry in the matter of the councils boycott is not to be rivalled by anybody.,0,,
"1930, January 10",1 Satyagraha in South Africa; vide Vol.,0,,
"1930, January 10","2 Illegible 3 Which read: "" .",0,,
"1930, January 10",I shall expect your statement and resolution for the 26th in a few days.,0,,
"1930, January 10",Could you also add some directions for the observance of the day?,0,,
"1930, January 10",I enclose a letter from Rajagopalachari.,0,,
"1930, January 10",I think there is something in what he says.,0,,
"1930, January 10",There are so many statements and counter-statements in the Press that the issues are likely to be clouded.,0,,
"1930, January 10",Personally I dislike touring on a big scale but if you think I should rush about I shall do so.,0,,
"1930, January 10",Rajagopalachari's idea that we may get some of the non-Congress members out of the legislatures seems to me to be amazingly optimistic.,0,,
"1930, January 10",But even apart from the council boycott it seems desirable to make the country feel that we are in earnest.,0,,
"1930, January 10",If we remain quiet for some weeks it may have a bad effect.,0,,
"1930, January 10","16335) 384 THE COLLECTED WORKS OF MAHATMA GANDHI After reading your notes 1 , I did think it necessary to alter my draft.",0,,
"1930, January 10",Courtesy: Nehru Memorial Museum and Library,0,,
"1930, July 8","LETTER TO R. V. MARTIN YERAVDA CENTRAL PRISON, July 8, 1930 DEAR MAJOR MARTIN, With further reference to my letter about interviews, I enclose herewith a trial list to show what I mean when I say that I can see Mrs. Gandhi and others of my family only if on the same terms I can see those who are like blood relations to me, as those in the list are.",0,,
"1930, July 8",The alternative proposed by the Government is unacceptable to me for the simple reason that I do not wish to expose my wife and children to the indignity of having to apply to the Government for permission each time they may desire to see me.1 I recognize that the Government need not let anybody see me.,1,fact,89
"1930, July 8","But if they do let me see anybody, I must refuse to avail myself of such permission if it is bereft of grace as, in my opinion, the present position about interviews is.",1,demand,89
"1930, July 8",I know the Government's preoccupations and it pains me to have to take up their time over what is for them comparatively a 1 Vide Vol.,0,,
"1930, July 8",I have reverted to it only because I had a talk with you about it and because I would like it finally decided one way or other.,0,,
"1930, July 8","If the list is approved, I reserve the right to submit a further list.",0,,
"1930, July 8",It is impossible for me to recall at once the names of all who are intimately connected with me and are not known to political fame.,1,demand,7777777
"1930, July 8",I may observe that such names I have purposely omitted.,1,event,7777777
"1930, July 8",A large number are boys and girls under 16.,0,,
"1930, July 8",I have also omitted the names of relatives as they are already allowed and I have omitted those who to my knowledge are already imprisoned.,1,event,7777777
"1930, July 8","I am, Yours sincerely, M. K. GANDHI [Enclosure] Trial list referred to in the letter to which this is the enclosure.",0,,
"1930, August 15","LETTER TO T. B. SAPRU AND M. R. JAYAKAR1 YERAVDA CENTRAL PRISON, August 15, 1930 DEAR FRIENDS, We are deeply grateful to you for having undertaken the duty of trying to effect a peaceful settlement between the British Government and the Congress.",0,,
"1930, August 15","After having perused the correspondence between yourselves and His Excellency the Viceroy and having had the benefit of protracted talks with you and having discussed among ourselves, we have come to the conclusion that the time is not yet ripe for securing a settlement honourable for our country.",0,,
"1930, August 15","Marvellous as has been the mass awakening during 1 A joint interview took place in the Yeravda Jail on August 14 and 15 between Sir Tej Bahadur Sapru and M. R. Jayakar on the one hand and Gandhiji, Motilal Nehru, Jawaharlal Nehru, Vallabhbhai Patel, Dr. Syed Mahmud, Jairamdas Doulatram and Sarojini Naidu on the other.",1,event,6
"1930, August 15",After the discussions this letter was given to Sapru and Jayakar with permission to show it to the Viceroy.,0,,
"1930, August 15","For Sapru and Jayakar's reply, vide Appendix II.",0,,
"1930, August 15","the past five months and great as has been the sufferings of the people among all grades and classes representing the different creeds, we feel that the sufferings have been neither sustained enough nor large enough for the immediate attainment of the end.",1,fact,6
"1930, August 15",Needless to mention we do not in any way share your view or the Viceroy's that civil disobedience has harmed the country or that it is ill-timed or unconstitutional.,1,fact,6
"1930, August 15",English history teems with instances of bloody revolts whose praises Englishmen have sung unstintingly and taught us to do likewise.,1,fact,6
"1930, August 15","It therefore ill becomes the Viceroy or any intelligent Englishman to condemn a revolt that is in intention and that has overwhelmingly remained in execution peaceful, but we have no desire to quarrel with condemnation, whether official or unofficial, of the present civil disobedience campaign.",1,fact,6
"1930, August 15","The wonderful mass response to the movement is, we hold, its sufficient justification.",0,,
"1930, August 15","What is, however, the point here is the fact that we gladly make common cause with you in wishing, if it is at all possible, to stop or suspend civil disobedience.",0,,
"1930, August 15","It can be no pleasure to us needlessly to expose the men, women and even the children of our country to imprisonment, lathi charges and worse.",1,fact,6
"1930, August 15","You will, therefore, believe us when we assure you and through you the Viceroy that we would leave no stone unturned to explore any and every channel for honourable peace, but we are free to confess as yet we see no such sign on the horizon.",1,fact,6
"1930, August 15",We notice no symptom of conversion of the English official world to the view that it is India's men and women who must decide what is best for India.,0,,
"1930, August 15","We distrust the pious declarations of the good intentions, often well meant, of officials.",0,,
"1930, August 15","The age-long exploitation by the English of the people of this ancient land has rendered them almost incapable of seeing the ruin, moral, economic and political, of our country which this exploitation has brought about.",1,fact,17
"1930, August 15","They cannot persuade themselves to see that one thing needful for them to do is to get off our backs and do some reparation for the past wrongs, by helping us to grow out of the dwarfing process that has gone on for a century of British domination, but we know you and some of our learned countrymen think differently.",1,fact,17
"1930, August 15","You believe a conversion has taken place, at any rate, sufficient to warrant participation in the proposed Conference.",0,,
"1930, August 15","In spite, therefore, of the limitation we are labouring under, we would gladly co-operate with you to the extent of our ability.",0,,
"1930, August 15","The following is the utmost response it is possible for us, circumstanced as we are, to make to your friendly endeavour.",0,,
"1930, August 15","We feel the language used by the Viceroy in the reply given to your letter about the proposed Conference is too vague to LETTER TO T. B. SAPRU AND M. R. JAYAKAR 83 enable us to assess its value in terms of the National Demand framed last year in Lahore nor are we in a position to say anything authoritative without reference to a properly constituted meeting of the Working Committee of the Congress and if necessary to the A.I.C.C., but we can say that for us individually no solution will be satisfactory unless (a) it recognizes in as many words the right of India to secede at will from the British Empire, (b) it gives to India complete national Government responsible to her people including the control of defence forces and economic control and covers all the eleven points raised in Gandhiji's letter to the Viceroy and (c) it gives to India the right to refer if necessary to an independent tribunal such British claims, concessions and the like including the so-called public debt of India as may seem to the national Government to be unjust or not in the interest of the people of India.",1,fact,7
"1930, August 15",Such adjustments as may be necessitated in the interests of India during the transference of power to be determined by India's chosen representatives.,0,,
"1930, August 15","(2) If the foregoing appears to be feasible to the British Government and a satisfactory declaration is made to that effect, we should recommend to the Working Committee the advisability of calling off civil disobedience, that is to say, disobedience of certain laws for the sake of disobedience but peaceful picketing of foreign cloth and liquor will be continued unless Government themselves can enforce prohibition of liquor and foreign cloth.",1,demand,7
"1930, August 15",The manufacture of salt by the people will have to be continued and the penal clauses of the Salt Act should not be enforced.,1,demand,7
"1930, August 15",There will be no raids on Government or private salt depots.,1,fact,7
"1930, August 15","(3) Simultaneously with the calling off of civil disobedience (a) all the satyagrahi prisoners and other political prisoners convicted or under trial who have not been guilty of violence or incitement to violence should be ordered to be released, (b) properties confiscated under the Salt Act, the Press Act, the Revenue Act and the like should be restored, (c) fines and securities taken from convicted satyagrahis or under the Press Act should be refunded, (d) all the officers including village officers who have resigned or who may have been dismissed during the civil disobedience movement and who may desire to rejoin Government service should be reinstated.",1,demand,7
"1930, August 15",The foregoing sub-clauses refer also to the Non-cooperation period.,0,,
"1930, August 15",(e) All the Viceregal Ordinances should be repealed.,1,demand,7
"1930, August 15","84 THE COLLECTED WORKS OF MAHATMA GANDHI (4) The question of the composition of the proposed Conference and of the Congress being represented at it can only be decided after the foregoing preliminaries are satisfactorily settled.1 Yours sincerely, MOTILAL NEHRU M. K. GANDHI SAROJINI NAIDU VALLABHBHAI PATEL JAIRAMDAS DOULATRAM SYED MAHOMED JAWAHARLAL NEHRU The Hindu, 5-9-1930",0,,
"December 25, 1932","LETTER TO T. S. KALYANA RAMA IYER December 25, 1932 DEAR FRIEND, I thank you for your long letter.",0,,
"December 25, 1932",You are at liberty to publish your own letter and this reply.,0,,
"December 25, 1932","In the first place, it seems to me that you have misconstrued the proposed Bill.",1,fact,666666
"December 25, 1932","It is not sought to impose the views of a minority on the majority, but it is sought to restore the condition as it was before the decisions of Courts gave a permanent legal effect to a custom.",1,demand,666666
"December 25, 1932","Whilst a particular custom is in vogue without at any stage being made permanent by decisions of a Court or by legislation, it becomes stagnant and is not liable to the gradual and imperceptible change that every healthy custom undergoes in process of time and under pressure of the demand of the public governed by that particular custom.",1,fact,666666
"December 25, 1932",The proposed Bill will so alter the Court-made Law as to make it possible for the public interested by a majority to change the then existing custom.,1,fact,666666
"December 25, 1932","Instances are not wanting in Hinduism to prove that even the interpretations of accepted Shastras have suffered evolution, so much so that in some cases the original meaning has completely gone into disuse.",1,fact,666666
"December 25, 1932",All the fears that you have described in your letter are in my opinion groundless for the reason I have stated.,0,,
"December 25, 1932","You will admit that there are rival schools of interpretation of the Agamas, as also there are Shastris who question the authenticity of certain Agamas.",0,,
"December 25, 1932","If Hinduism was not in a decaying condition, we would not find those versed in Vedic lore supine, whilst gross superstition is defiling a religion that was once pure and had inherent capacity for continually throwing out impurities and responding to the call of the age.",1,fact,998
"December 25, 1932",I can only give you my assurance that I have no desire whatsoever to do violence to Hindu public feeling or to ignore the Shastras on which Hinduism is A LETTER 285 based.,0,,
"December 25, 1932","I have, however, reserved to myself the right to determine according to my light the choice of interpretation in the midst of a variety, or even in all humility to give a new interpretation where in rare instances I feel the capacity for it, and this practice is quite consistent with the spirit of Hinduism.",1,fact,998
"December 25, 1932","We would not have a variety of interpretations and make them acceptable to a large number of Hindus, not always ignorant of Shastras.",1,fact,998
"December 25, 1932","You say that whenever an idol is polluted, all that is needed to restore its purity is to do so by authorized purification.1 Since there is no method of guarding an idol against pollution by the surreptitious entry of an untouchable or others who are prohibited from entering a particular temple, and since there is no infallible method of detecting intruders before they come within the pollution distance, does it not follow that the ceremony of purification has to be gone through every day in order to retain the efficacy of the idol?",0,,
"December 25, 1932","Again, how would you guard against the so-called untouchables declining to be classed as such and insisting upon being classified as savarna Hindus at the next census?",0,,
"December 25, 1932",Do you contemplate courts of inquisition for determining the birth-status of tens of thousands of Hindus?,0,,
"December 25, 1932","If the Agamas, or rather the custodians of the Agamas, were at all alive to their trust, they would recognize the spirit of the age and draw from the very Shastras a meaning consistent with it.",1,fact,998
"December 13, 1932","LETTER TO C. V. VAIDYA December 13, 1932 I was delighted to receive your letter1 so full and instructive.",0,,
"December 13, 1932","I wish you could have discussed your position with me before sending your letter to the Premier; but nothing is lost yet, and if you can conveniently spare the time, I would love to see you and discuss the thing with you.",0,,
"December 13, 1932","Meanwhile, I present my doubts: 1.",0,,
"December 13, 1932",Do you mean to say that under no circumstances can Hindu Law or Hindu practice be changed by Hindu public opinion?,0,,
"December 13, 1932",Do you say that Smritis are unalterable and that everything said in them has to be carried out to the letter by a devout Hindu?,0,,
"December 13, 1932",Were not Smritis written or revealed in response to the requirements of the age in which they were written?,0,,
"December 13, 1932",Were not the Smritis written at different times?,0,,
"December 13, 1932","If you hold that under no conceivable circumstance can legislation alter prevailing practice, how would you deal with the legal difficulty which is supposed to exist in Madras, viz., that even one man can under the law decided by the present courts, prevent the entry of untouchables to certain temples in spite of the consensus of public opinion in favour of such entry?",0,,
"December 13, 1932","1 Dated December 8, 1932 which read: "" .",0,,
"December 13, 1932","I have addressed a letter (dated November 18, 1932) to Mr. Ramsay MacDonald, President, 3rd R.T.C.",1,event,980
"December 13, 1932","The reason which led me to address the letter is that I apprehend that hasty reformers will force by legislation, temple-entry and such like reforms down the throats of the orthodox Hindus of India who are voiceless, not being represented in the R.T.C.",1,demand,980
"December 13, 1932",or the Legislative Councils.,0,,
"December 13, 1932","Subsequently came your declaration published in The Times of India, that if you had the power you would make it an offence under the Penal Code for anyone to refuse to touch the Harijans.",1,fact,980
"December 13, 1932","This was the last straw that broke the back of my silence and I at once addressed a letter on the subject to Mr. Ramsay MacDonald, President, 3rd R.T.C., requesting him to introduce a section in the new Constitution like the one existing in the present Government of India Act, prohibiting future legislatures from passing any laws forcing reforms in religious and socio-religious matters.",1,demand,980
"December 13, 1932","I feel strongly on the subject of noninterference by the State Legislatures in such matters and I thought it my duty to do what I can for it at this juncture"" (S.N.",0,,
"December 13, 1932",179 180 THE COLLECTED WORKS OF MAHATMA GANDHI 6.,0,,
"December 13, 1932","Or, do you hold that the existing temples can never be opened to untouchables?",0,,
"December 13, 1932","Or, is not your opposition to legislation based on the assumption that the mixed legislatures would be interfering with Hindu religion, although if Hindu opinion was taken, such legislation would be found to have no public backing?",0,,
"December 13, 1932",What objection would you see to the mere Hindu legislators first passing legislation regarding Hindu religion and then for the sake of formality it being passed by the whole House or Houses as the case may be.,1,fact,76074972
"December 13, 1932","9. Who are untouchables according to the Vedas, or, if you like, traditional Hindu religion?",0,,
"December 13, 1932",Does untouchability attach to birth and persist from generation to generation?,0,,
"December 13, 1932",Is such untouchability incurable by any penance or purification undergone by such untouchables?,0,,
"December 13, 1932",Is prohibition against interdining and intermarriage an integral part of varna dharma?,0,,
"December 13, 1932",Is varna dharma fully performed if a man belonging to one varna desists from dining with those belonging to a different varna and from contracting marriage relations with people of a different varna?,0,,
"December 13, 1932",Does a person so interdining or intermarrying forfeit his varna?,0,,
"December 13, 1932","Is not occupation the test of varna, and does not a person who changes his occupation, say, Brahmin, to that of another varna, pass on to that varna, or, it may be, forfeit his right to any varna at all?",0,,
"December 13, 1932","I will not exhaust your patience nor tax your energy by adding to the already long list of questions, nor do I want you to burn midnight oil in order to be prompt in your reply, as you always are.",1,demand,973
"December 13, 1932",Perhaps you will be able to give in a sentence or two an exhaustive answer which will cover all the points that have occurred to me.,0,,
"December 13, 1932","Anyway I shall look forward to your reply, and still more eagerly to your saying that you will make time to come to Yeravda to see me.",0,,
"December 13, 1932","I suppose you are older than I am, but I am sure that it does not interfere with your vigour.",0,,
"August 7, 1932","LETTER TO MATHURADAS P. ASAR [Before August 7, 1932]1 CHI.",0,,
"August 7, 1932","MATHURADAS, I have your letter.",0,,
"August 7, 1932",The hook for the cup has not yet arrived.,0,,
"August 7, 1932",I am not even ready to use it as yet.,0,,
"August 7, 1932",Every day the cup is before my eyes.,0,,
"August 7, 1932",It has not been our intention to go on increasing the count.,0,,
"August 7, 1932",I am going to be steady at around 40 counts myself.,0,,
"August 7, 1932",Most probably it will be the same in the case of Sardar.,0,,
"August 7, 1932",Mahadev may settle at around 80 counts.,0,,
"August 7, 1932",Then testing it would be the thing to do.,0,,
"August 7, 1932",It would be easy to see the result.,0,,
"August 7, 1932","If the yarn is even and does not break while being taken off and is tightly wound round the spindle, then the yarn is not likely to be weak.",0,,
"August 7, 1932","On the other hand, there are chances of being cheated in the tests made using the cup or the machine used in a mill.",0,,
"August 7, 1932",The yarn cannot be unwound from just any place.,0,,
"August 7, 1932",There would be much waste in doing so.,0,,
"August 7, 1932","Hence, only if the yarn is even from the point of unwinding can it stand the test.",0,,
"August 7, 1932",This means that yarn can be tested only by the weaver.,0,,
"August 7, 1932",The yarn which can be used for weaving without difficulty is good yarn.,0,,
"August 7, 1932",But the purpose of writing is not to disregard the tools of yarn-testing.,0,,
"August 7, 1932",My purpose is only to indicate the time for doing the test.,0,,
"August 7, 1932",At one time I used to do the testing every day.,0,,
"August 7, 1932",I had prepared the tool for the purpose with the materials available at home.,0,,
"August 7, 1932","1 From the contents the letter appears to have been written before the one to the addressee of August 7, 1932; vide Vol.",0,,
"August 7, 1932",LETTER TO MATHURADAS P. ASAR 329 But then I found that it was taking a lot of time.,0,,
"August 7, 1932",And I was not able to effect much improvement thereby.,0,,
"August 7, 1932","I also saw that where I only used my guess instead of the test, my guess frequently turned out to be correct, because, while unwinding the yarn, it would have passed before the eyes.",0,,
"August 7, 1932",One would also know how often it has broken and also how well the yarn has been wound on the spindle.,0,,
"August 7, 1932","And so, an intelligent spinner automatically gets an idea about the quality of his yarn.",0,,
"August 7, 1932",Otherwise you are absolutely correct in arguing that there is no reason to gloat over the fact if the yarn is of 100 counts on weighing.,0,,
"August 7, 1932",I know that there can be yarn of 100 counts fit only to be thrown away.,0,,
"August 7, 1932",I have also seen such yarn.,0,,
"August 7, 1932",Any attempt to spin such yarn is sheer waste of time.,0,,
"August 7, 1932","Hence, anyone spinning fine yarn should be convinced that the yarn will easily be turned into a length of cloth.",0,,
"August 7, 1932","Then alone can the yarn be considered as of good quality, otherwise it is useless.",0,,
"August 7, 1932",That is why I had written to Narandas two or three months ago that he should make arrangements for the weaving of fine yarn.,0,,
"August 7, 1932",Your report about the Yajnik Sewing Machine is interesting.,0,,
"August 7, 1932",If we get volunteers in thousands involved in the .,0,,
"August 7, 1932",".1 right at the beginning, the experiment will not go very far.",0,,
"August 7, 1932","Hence, we must invent something which will ensure proper use of the hand needle and does not take much time.",0,,
"August 7, 1932",It is only with this in view that I have kept embroidery and knitting in my mind.,0,,
"August 7, 1932","The art of Yajnik sewing is not for making available to the poor readymade khadi garments, but for quick disposal of the khadi woven by the poor without loss.",1,fact,76074973
"August 7, 1932",It is for making expensive-looking khadi inexpensive.,0,,
"August 7, 1932","But if we expect from a fairly wealthy person that he shall buy khadi however expensive and however coarse it may be, and then get it stitched at his own expense, then khadi cannot go very far.",0,,
"August 7, 1932","Alternatively khadi should be sold at a loss or the spinning charges, etc., should be brought down.",,,
"August 7, 1932",In your plan I saw the suggestion to avoid doing that and so I promptly welcomed it.,0,,
"August 7, 1932",Hence you should convince the ladies who have protested that they should feel gratified that they adorned the khadi woven by the poor by stitching it free and serving the poor.,0,,
"August 7, 1932","For, by their action, the stitched garments could be sold at the price of unwashed khadi and we could pay the poor their full wages.",0,,
"August 7, 1932",We can certainly make an inexpensive sewing-machine in this country; but I think it can only be an imitation of the machine in vogue at present.,0,,
"August 7, 1932","If so, it should mean overriding 1 Unclear in the original 330 THE COLLECTED WORKS OF MAHATMA GANDHI the patent law.",0,,
"August 7, 1932","The Singer and other machines have invested capital of millions of rupees and wherever patent laws prevail, they must be registering their patents.",1,demand,76074974
"August 7, 1932","But I am not fully conversant with the situation, and if somebody invents an original design and prepares a sewing-machine which is simpler than the machines currently in use, he himself can earn millions by registering his patent.",1,fact,76074974
"August 7, 1932","Because, he would then compete with the Singer machine.",0,,
"August 7, 1932",Our craftsmanship has still not inspired such confidence in me.,0,,
"August 7, 1932","In the West, there are countless new inventions every day.",0,,
"August 7, 1932",But that is not our field at all.,0,,
"August 7, 1932",Something like that has no doubt been in my mind.,0,,
"August 7, 1932",Our ancestors invented the greatest thing in the shape of the spinning-wheel.,1,event,21
"August 7, 1932",Millions of people have benefited from it.,2,fact,21
"August 7, 1932",Textile machinery is based on the design of the spinning-wheel.,1,fact,21
"August 7, 1932",Hence there is still much scope in the direction of improvement of the spinning-wheel.,1,fact,21
"August 7, 1932",I am sure that something will emerge.,0,,
"August 7, 1932","There can be a profit of millions, but there is no chance for a single individual to earn millions.",1,fact,21
"August 7, 1932",Now about your diet.,0,,
"August 7, 1932",You have done well to give up starches.,0,,
"August 7, 1932",Equally important is the point about pulses.,0,,
"August 7, 1932","If the curd is absolutely sweet (not sour), it can never cause headache.",0,,
"August 7, 1932","To make it safe, a little soda may be added to it.",0,,
"August 7, 1932","But if one can take milk, there is no need to take curd.",0,,
"August 7, 1932",It is only superstition that papaw is harmful to the eyes.,0,,
"August 7, 1932",Any person can test this fact by taking only papaw.,0,,
"August 7, 1932",He should take nothing else with it.,0,,
"August 7, 1932",This can be tested by having a single meal of papaw.,0,,
"August 7, 1932",There is no need to entertain such a superstition even with regard to ripe tomatoes.,0,,
"August 7, 1932","Your diet can consist of thin chapati, green vegetables and milk.",0,,
"August 7, 1932",You must have something sweet.,0,,
"August 7, 1932","You can take currants, black grape or raisins.",0,,
"August 7, 1932","Raw onion can do you good, but it can be taken only in the evening because I know that it gives off a terrible smell.",0,,
"August 7, 1932",I have myself eaten lots of raw onions.,0,,
"August 7, 1932",I did it only in the evening and avoided meeting anyone afterwards.,0,,
"August 7, 1932",But the tolerance of our women is infinite.,0,,
"August 7, 1932","But since Ba has been in the habit of making free comments over the years, she could not hold herself from remarking on the matter.",0,,
"August 7, 1932",And in the end she always warned me against going before anyone else with my mouth stinking.,0,,
"August 7, 1932",And she was absolutely right.,0,,
"August 7, 1932",I am afraid your digestive system cannot accept almonds.,0,,
"August 7, 1932",Do not go on brooding about your diet.,0,,
"August 7, 1932",Do not brood over your illness either.,0,,
"August 7, 1932","Once you have decided about something, it should be taken as settled.",0,,
"August 7, 1932",Taking a vow only means that our mind stops bothering about it after the vow has been taken.,0,,
"August 7, 1932","Just as a trader LETTER TO DR. M. A. ANSARI 331 does not bother about the thing he has already sold and starts thinking about the next thing, so also the mind.",0,,
"November 8, 1932","LETTER TO JAMNALAL BAJAJ November 8, 1932 CHI.",0,,
"November 8, 1932","JAMNALAL, Your letter was delivered to me just now.",0,,
"November 8, 1932",It was immediately read out to me and I am now dictating this reply.,0,,
"November 8, 1932","May you have, on your birthday, all the blessings you desire, basketfuls of them.",0,,
"November 8, 1932","Why should we fear death, which comes to all sooner or later-to the great and the humble, to the white and the black, to human beings and other creatures?",0,,
"November 8, 1932",Why grieve over it either?,0,,
"November 8, 1932",I often feel that death must be a less painful event than birth.,1,demand,450
"November 8, 1932",I leave aside the pain which the baby suffers in the mother's womb before birth.,1,fact,450
"November 8, 1932",But all of us know the suffering in this world which commences from the moment of birth.,1,fact,450
"November 8, 1932",Consider the helplessness of the baby at the moment of birth-every baby as helpless as any other.,0,,
"November 8, 1932","On the other hand, if our life has been pure we shall have no such experience at the moment of death.",0,,
"November 8, 1932","A baby does not seek knowledge, nor can it have any.",0,,
"November 8, 1932","At the time of death, on the other hand, it is not only possible for one to be in a state of union with the Brahman but we actually know that many persons die in such a state.",0,,
"November 8, 1932","Birth always means entering a world of suffering, whereas death can be complete deliverance from suffering.",1,fact,450
"November 8, 1932","We can thus think from many points of view about the beauty and the benefits of death, and can also meet our death in that spirit.",0,,
"November 8, 1932",I bless you that your death may be of this type.,0,,
"November 8, 1932",This wish includes everything else which is for your good.,0,,
"November 8, 1932",The two friends join me in wishing this.,0,,
"November 8, 1932","Even after knowing all the facts about your health, I adhere to the view which I have expressed.",0,,
"November 8, 1932","If you are permitted to obtain your food at your own expense, I see nothing wrong in your doing so.",0,,
"November 8, 1932","We should regard our body as a trust, and it is our duty as its trustee to take care 1 Members of the Servants of India Society 382 THE COLLECTED WORKS OF MAHATMA GANDHI of it to the best of our ability.",0,,
"November 8, 1932","You should not ask for or accept even a grain of jaggery to gratify your palate, but I see nothing wrong in your trying and getting even the costliest variety of grapes if you need them as medicine and if they can be had.",0,,
"November 8, 1932","You need not, therefore, feel unhappy if you have to eat such food.",0,,
"November 8, 1932","If we can, we should also help others who may be placed in similar circumstances to secure such food.",0,,
"November 8, 1932",In my view you don't require all the wheat that is supplied to you.,0,,
"November 8, 1932",I also think it desirable for you to banish jaggery altogether from your food.,0,,
"November 8, 1932",Your body does not require it at all.,0,,
"November 8, 1932",It is better to take innocent honey instead.,0,,
"November 8, 1932",Mixing any form of sugar in milk affects its digestibility.,1,fact,94
"November 8, 1932",It would be better to increase the quantity of milk instead.,1,fact,94
"November 8, 1932",You are doing right in eating butter and not olive oil.,1,fact,76074975
"November 8, 1932","The olive oil available in India is not always pure, and of course it cannot be fresh.",1,fact,76074975
"November 8, 1932","Moreover, olive oil does not contain the vitamins which butter does.",1,fact,76074975
"November 8, 1932",The vegetables which you eat should always be green vegetables.,1,demand,22
"November 8, 1932",Potatoes and similar vegetables are practically a substitute for rotli.,1,fact,22
"November 8, 1932","You require very little starch, and whatever little you require you will get from wheat.",1,fact,22
"November 8, 1932",You should not eat pulses in any circumstances.,1,demand,70805063
"November 8, 1932","If you eat a sufficient quantity of butter, two pounds of milk will be enough for you.",1,fact,96
"November 8, 1932",Whether you should increase or diminish their quantity will depend upon your weight at the time.,1,fact,96
"November 8, 1932","You should go on increasing the quantity of either or both to as much as you can digest, till your weight becomes steady.",1,demand,96
"November 8, 1932","Among the green vegetables, gourd, pumpkin, the different kinds of edible leaves, cabbage, cauliflower, tender bean-pods and brinjal are considered good.",1,fact,22
"November 8, 1932",The wheat flour should be whole.,1,demand,70805064
"November 8, 1932","If the wheat has been properly cleaned before it is ground, no portion of the flour should be thrown away.",0,,
"November 8, 1932","Among fruits, grapes, mosambis, oranges, pomegranates, apples and pineapple are beneficial for health.",1,fact,97
"November 8, 1932",Some experiments being made in America indicate that a meal should not consist of a variety of articles.,1,demand,97
"November 8, 1932","Fruit has the most nourishing value if it is eaten alone, and the best practice is to eat it when the stomach is empty.",1,fact,97
"November 8, 1932",There is even a saying in English to the effect that fruit in the morning is gold and in the afternoon silver.,1,fact,97
"November 8, 1932","Our first meal, therefore, should consist only of fruit, though there would be no harm if it is preceded by a glass of warm water the first thing in the morning.",1,demand,99357845
"November 8, 1932","If you can get permission to live all the twenty-four hours of the day in open air, it would be worth while to secure it.",1,fact,99357845
"November 8, 1932",It would help you if you can slowly do breathing exercises in open air.,1,fact,99357845
"November 8, 1932",You need not at all be afraid of the cold at night.,0,,
"November 8, 1932",It will have no harmful LETTER TO NARANDAS GANDHI 383 effect on your health if you have properly covered yourself up to the neck and wound a piece of cloth over the head so as to keep the ears covered.,0,,
"November 8, 1932",It is essential that the lungs should be supplied with the purest air the whole day and night.,0,,
"November 8, 1932",You should expose your body to the sun in the morning for as long as you can bear.,0,,
"November 8, 1932",Discuss all these suggestions with Dr. Contractor and then do what seems best to you.,0,,
"November 8, 1932",I hope Madhavji is happy and comfortable in every way.,0,,
